user_id,compliment_cool,compliment_cute,compliment_funny,compliment_hot,compliment_list,compliment_more,compliment_note,compliment_photos,compliment_plain,compliment_profile,compliment_writer,cool,fans,funny,review_count,useful,yelping_since,now_date,acceptance,activation,frequency,subscribe,registeration,W1,W2,Wi,Wj
iwkoNii9w7LK2tNQJ6UCug,10,1,10,2,0,4,13,4,18,2,5,360,41,230,2219,1156,2010/6/19 20:13,2021/3/31 0:00,,,,,,,,,
93aWtTWTActypgdmv3qy0w,221,5,221,124,1,10,87,120,202,1,69,3474,105,2062,1002,4528,2011/11/4 18:56,2021/3/31 0:00,,,,,,,,,
z4Bvefqd1bV7hwAuM7LJbw,76,0,76,21,2,4,33,13,64,1,50,1597,88,808,1393,4032,2013/8/14 16:08,2021/3/31 0:00,,,,,,,,,
pMefTWo6gMdx8WhYSA2u3w,428,1,428,93,3,26,359,34,748,6,104,1421,61,910,1146,2833,2012/7/16 16:33,2021/3/31 0:00,,,,,,,,,
Oavbr8dUe96Ap75kSwHhww,204,2,204,71,4,5,63,85,129,8,92,3622,159,2375,1296,5953,2012/6/22 0:10,2021/3/31 0:00,,,,,,,,,
OIDpKC2p61qVO_spPqw1qA,78,2,78,41,0,4,49,61,114,1,74,1876,216,781,1262,3636,2011/11/23 22:47,2021/3/31 0:00,,,,,,,,,
Z7LjACNNbVhz5Aeh1IrAgA,8,0,8,4,0,6,24,7,41,1,9,639,48,722,1033,2206,2012/12/24 22:50,2021/3/31 0:00,,,,,,,,,
cK8i_MCJqZnH-5sApREJ6A,51,1,51,15,1,3,24,7,37,1,18,721,51,319,1481,1866,2012/5/14 19:30,2021/3/31 0:00,,,,,,,,,
gekp2Z5I4vPGf2NeFnZX2A,49,3,49,13,0,3,26,20,32,2,40,1104,81,493,1179,2008,2014/1/6 1:56,2021/3/31 0:00,,,,,,,,,
1dQiuUvvK8427TBmqj_4Vg,738,38,738,565,6,42,368,274,789,30,223,7636,181,4439,2275,9073,2010/2/18 0:05,2021/3/31 0:00,,,,,,,,,
w_zyLyhl58RJOtC5OSKAxQ,620,2,620,54,1,19,259,565,790,20,63,12266,174,5134,1813,12968,2010/9/12 20:47,2021/3/31 0:00,,,,,,,,,
tSdz6ZkR0psn41cCaaTlYw,160,20,160,144,1,20,76,27,104,22,71,1967,121,1237,1224,3057,2012/9/2 6:27,2021/3/31 0:00,,,,,,,,,
z9w399cBpCAKXhH_JA1AtQ,22,0,22,3,0,1,20,4,3,0,6,197,27,77,1023,395,2017/4/3 15:23,2021/3/31 0:00,,,,,,,,,
d8KR5c1ievS0C53h4fhEeQ,97,0,97,45,0,12,55,103,66,2,66,4620,245,2996,2614,7123,2011/9/26 16:05,2021/3/31 0:00,,,,,,,,,
VSINPig75DiGswnie1xxYA,6,0,6,3,0,0,18,1,16,0,3,292,23,248,1040,698,2011/9/27 15:45,2021/3/31 0:00,,,,,,,,,
0_pYTNf90AKN0MoxPFXc4Q,25,0,25,4,0,3,12,44,33,2,33,510,32,216,2114,1580,2013/10/9 9:49,2021/3/31 0:00,,,,,,,,,
jnB_saJqNfOmVoCWquhAzg,106,1,106,24,0,13,48,45,251,1,64,1321,75,511,1183,1818,2013/10/13 18:49,2021/3/31 0:00,,,,,,,,,
3R_dB9VQ_D3WPJEw7pmorA,193,1,193,47,0,11,76,161,101,4,87,7510,194,4701,1424,9584,2014/9/2 17:11,2021/3/31 0:00,,,,,,,,,
vg798k_JsrlC7zA6SY1SHA,180,2,180,65,0,8,99,85,216,0,59,2192,68,1046,1023,2933,2013/12/1 19:07,2021/3/31 0:00,,,,,,,,,
FDhTVmQWUyDWoPIBGgScAA,514,8,514,236,1,29,104,596,788,4,133,3390,210,1604,1164,5375,2012/9/1 17:38,2021/3/31 0:00,,,,,,,,,
wiW5i1UnGSR_SEaOg5F2UA,68,0,68,18,1,2,50,58,64,2,39,3408,138,2046,1401,4680,2011/8/15 16:00,2021/3/31 0:00,,,,,,,,,
1qW4Z75nLsanAKHUSPsYrw,13,0,13,3,0,1,25,1,18,1,12,528,24,463,1644,1742,2016/1/10 19:46,2021/3/31 0:00,,,,,,,,,
ooHF-vRzlkyN9UEVMKocAQ,2949,36,2949,1999,5,59,646,2516,1808,127,612,21757,232,12351,1280,23009,2013/4/27 3:21,2021/3/31 0:00,,,,,,,,,
vx6BAchvzvetqHOOe3-sQg,6,0,6,4,1,4,12,7,8,1,2,192,24,234,1791,703,2008/12/29 3:15,2021/3/31 0:00,,,,,,,,,
#NAME?,149,3,149,37,1,30,81,85,132,11,90,3105,153,1839,1131,4060,2011/11/9 0:25,2021/3/31 0:00,,,,,,,,,
deB6EXuanGiN1tkSASuh3A,17,0,17,7,0,2,10,10,17,0,14,467,17,130,1057,875,2013/4/25 15:40,2021/3/31 0:00,,,,,,,,,
hj7o_BPgj-HdLAxdKqdx-w,561,12,561,225,2,27,533,192,1617,9,204,4578,525,2195,1090,8411,2012/10/24 19:37,2021/3/31 0:00,,,,,,,,,
gcMPEkEXekKN6mYhLUI-Rw,107,1,107,34,0,2,108,49,124,4,42,6296,54,1921,1718,7529,2018/8/3 12:39,2021/3/31 0:00,,,,,,,,,
58zhqwfGYEl92MZusTsYJg,17,1,17,3,0,2,11,6,12,0,15,365,30,294,1037,783,2007/3/21 3:14,2021/3/31 0:00,,,,,,,,,
R-c5M0iJkMxxTxIqTQQZ8w,3,0,3,2,0,1,23,0,15,1,9,261,24,526,1256,1030,2009/5/23 21:42,2021/3/31 0:00,,,,,,,,,
G9Vb6yQ047TC3O_-GG4WZA,4532,1340,4532,6852,124,217,1136,860,4263,230,949,22587,1580,15953,1540,24542,2005/10/5 21:46,2021/3/31 0:00,,,,,,,,,
0kSXMbNFo7mdwTPj4iQv9A,1453,148,1453,1113,46,246,841,82,2861,136,895,11124,319,13179,1020,12280,2008/11/25 8:46,2021/3/31 0:00,,,,,,,,,
TEtzbpgA2BFBrC0y0sCbfw,4992,889,4992,5234,152,314,1602,428,3637,334,1086,15270,701,19245,1133,13315,2006/2/15 18:29,2021/3/31 0:00,,,,,,,,,
R-i4F_rOYAMipGlvlP7A-Q,138,10,138,109,2,15,68,9,95,9,58,1572,96,2082,1050,2399,2005/10/9 0:03,2021/3/31 0:00,,,,,,,,,
AJcwRgdkHtu3kOrEKlXq8A,111,3,111,106,1,16,55,133,113,7,147,2128,331,903,1365,4457,2010/12/12 17:37,2021/3/31 0:00,,,,,,,,,
tGgTIueZy1JNTzQD9rkZLQ,689,75,689,925,5,39,161,107,590,32,276,3634,172,3174,1190,4540,2007/12/27 20:52,2021/3/31 0:00,,,,,,,,,
Lr-B-r-KF80yFy-2u336bw,3502,78,3502,2146,59,125,1049,765,4369,244,744,14795,498,12110,1965,17073,2008/12/29 6:14,2021/3/31 0:00,,,,,,,,,
rt3PC7WCgCKsoufmQJELfw,1384,118,1384,1034,69,83,543,283,1692,58,408,5086,357,2111,1046,6757,2005/7/6 4:31,2021/3/31 0:00,,,,,,,,,
TGdnpYdQgPnKAd7JoC37pQ,1439,200,1439,1719,21,80,943,107,1392,66,176,6545,121,6961,1225,6677,2007/4/13 5:35,2021/3/31 0:00,,,,,,,,,
ILz8ApVEgTqbv5LnC6PyuA,49,8,49,24,3,16,44,3,31,2,20,743,27,389,1279,1131,2005/12/5 1:31,2021/3/31 0:00,,,,,,,,,
_fqINvA1SYEbqC_RR-egLQ,126,1,126,63,0,14,32,8,80,1,38,980,58,468,1193,2009,2008/6/27 16:24,2021/3/31 0:00,,,,,,,,,
WSvMUpT3z8iy49FfMv80tA,94,2,94,34,2,11,44,5,110,7,36,895,49,699,1102,1679,2006/5/26 18:14,2021/3/31 0:00,,,,,,,,,
o5STsEtfvD1Ig0J7Z-1uxA,2155,37,2155,613,32,187,1041,530,6585,80,848,28511,1375,17378,2227,34573,2009/6/15 22:35,2021/3/31 0:00,,,,,,,,,
KFZISl5mOUJ6bu3qCUrO-g,997,42,997,461,33,35,349,282,678,56,258,4503,108,4339,1041,5505,2008/2/6 22:51,2021/3/31 0:00,,,,,,,,,
2oNfIz8SOcUIclduAKXlwA,1230,8,1230,494,3,62,476,502,1091,92,379,22968,382,14022,1550,27762,2011/6/6 14:33,2021/3/31 0:00,,,,,,,,,
y3IH1jtMxGkSvZYnCnh5Yg,187,25,187,143,2,27,78,45,139,14,134,2394,184,1675,1133,3733,2009/7/6 18:54,2021/3/31 0:00,,,,,,,,,
YbZg36FoMgkKcTEPae5siA,502,19,502,423,5,31,178,24,460,30,156,3780,116,2030,1883,4469,2006/8/26 4:28,2021/3/31 0:00,,,,,,,,,
1m4Hmm7IbgGjVupM7CQSMw,173,48,173,180,8,10,37,12,80,11,40,1779,132,1187,1161,2321,2006/1/22 0:23,2021/3/31 0:00,,,,,,,,,
8qtsJtmefjJZIFM6_Ksd7A,81,15,81,59,7,6,44,39,61,14,54,1289,128,760,1095,2168,2006/4/8 18:59,2021/3/31 0:00,,,,,,,,,
864nL0po2ldN8TPgbSiwOQ,388,1,388,184,1,36,212,22,301,12,179,5041,191,3697,1663,7071,2010/1/24 21:00,2021/3/31 0:00,,,,,,,,,
rAAT39HF4khu-OdxBSr0jg,1162,57,1162,764,10,39,310,155,1155,78,247,3604,141,2876,1106,4188,2008/11/9 0:02,2021/3/31 0:00,,,,,,,,,
VK-ds3dGSSBoavkFde3e2Q,119,5,119,86,13,14,41,0,76,3,33,1320,75,632,1405,2109,2007/1/16 23:38,2021/3/31 0:00,,,,,,,,,
hVSsN5EGe2-h2uW1v_VUdA,360,1,360,212,0,60,199,188,519,8,131,2647,110,1335,1281,4239,2009/1/4 19:46,2021/3/31 0:00,,,,,,,,,
V4uH52BfO596yG7OAn5w-A,128,0,128,60,8,10,69,15,111,6,35,643,68,779,1005,1550,2007/8/9 13:17,2021/3/31 0:00,,,,,,,,,
gvyYZgFdBbcT3xGjWOvZag,681,28,681,390,70,107,181,89,389,89,437,4105,180,2804,1181,5488,2007/5/17 1:47,2021/3/31 0:00,,,,,,,,,
jXXY61CrSzXQmDeUG7aA6Q,139,18,139,91,11,13,48,16,94,8,37,1650,77,690,1052,2272,2006/12/5 3:54,2021/3/31 0:00,,,,,,,,,
YJmXfJ0sI0QSDAe-Ea8FEg,64,1,64,31,6,11,25,8,90,2,56,1489,78,2186,1060,2708,2008/1/9 4:59,2021/3/31 0:00,,,,,,,,,
Z0yHptbS93271s_h6LJOMw,1355,75,1355,757,26,84,301,197,669,64,391,9479,317,8914,1377,11238,2008/5/23 3:38,2021/3/31 0:00,,,,,,,,,
3fCb2So6bBV_EK8RUQ6cug,757,9,757,449,4,62,600,358,382,25,240,3278,161,2317,1040,5167,2010/7/9 16:18,2021/3/31 0:00,,,,,,,,,
fdwVdy6TuY1kjYeEPMZKVw,249,20,249,148,11,37,104,47,226,22,50,1614,105,744,1494,2612,2006/7/12 16:12,2021/3/31 0:00,,,,,,,,,
2XcsiGtAWHKiJK6th9hHug,99,3,99,22,1,13,78,75,149,6,54,926,68,925,1127,2396,2008/10/3 20:16,2021/3/31 0:00,,,,,,,,,
fSvOdnryI9FPJ2ylcsE2ig,275,80,275,647,1,12,63,28,77,9,33,1284,99,1075,1203,1860,2006/4/3 18:07,2021/3/31 0:00,,,,,,,,,
PipGc4TdxurGizJ6CKmU7Q,211,5,211,55,8,24,267,76,1104,13,158,4487,614,2805,1037,7621,2007/3/19 23:29,2021/3/31 0:00,,,,,,,,,
3RPORizfUAhI9HS-Nd7RJA,679,18,679,393,5,49,165,156,653,42,229,8344,236,6488,1015,9922,2011/5/10 20:10,2021/3/31 0:00,,,,,,,,,
YwaKGmRNnSa3R3N4Hf9jLw,508,5,508,153,4,21,204,134,378,13,190,2964,97,1989,1060,3910,2008/10/15 21:51,2021/3/31 0:00,,,,,,,,,
bVthsfeUU3Bd5AeJLqKT-w,364,37,364,270,8,26,107,136,201,20,288,10104,516,6583,1483,12413,2010/8/26 7:48,2021/3/31 0:00,,,,,,,,,
VD8Ox-akHloK3-QV3FxY-g,174,16,174,142,17,17,88,4,232,16,26,1462,64,1343,1053,2346,2006/9/11 23:44,2021/3/31 0:00,,,,,,,,,
PsF-A4zQ2n7o1SF6oUNjcw,202,10,202,141,7,10,124,52,152,5,26,4339,53,2478,1486,4992,2006/9/11 19:13,2021/3/31 0:00,,,,,,,,,
53NQU3w_AASJLBY7dkMdfg,76,5,76,59,0,4,55,8,37,2,38,889,63,654,1033,1371,2009/11/17 4:15,2021/3/31 0:00,,,,,,,,,
IzJ36jX6V6ky5BtoN-Agng,2061,95,2061,1413,20,97,677,616,2594,134,482,12202,428,14290,1767,14235,2008/6/29 23:59,2021/3/31 0:00,,,,,,,,,
7dwh3pL2tbSeSvL0qLzUrw,103,3,103,32,3,10,52,3,87,8,56,1996,87,2275,1503,4314,2008/9/23 3:02,2021/3/31 0:00,,,,,,,,,
dArzYnlZh0gBLjA6YkJeoQ,202,6,202,121,0,16,68,60,160,11,66,3123,164,2155,1583,4512,2010/1/14 14:28,2021/3/31 0:00,,,,,,,,,
6bfcLLL35DpsxAxxk5ZNAQ,64,8,64,40,9,11,28,15,57,7,14,1128,61,555,1345,1783,2006/4/15 4:14,2021/3/31 0:00,,,,,,,,,
H2WhI7u2Zc-ozPnKBvhWwQ,156,9,156,48,9,26,115,14,156,13,87,2628,70,2258,1101,5120,2006/8/7 0:39,2021/3/31 0:00,,,,,,,,,
Oi1qbcz2m2SnwUeztGYcnQ,1215,8,1215,443,11,65,501,291,2126,67,594,17681,666,11279,1340,23350,2010/3/19 16:40,2021/3/31 0:00,,,,,,,,,
zF10BKjK4Lz9U_8Yqw28ww,34,2,34,25,0,19,43,13,38,5,32,492,41,600,1031,1400,2009/6/22 0:19,2021/3/31 0:00,,,,,,,,,
53-0CIUo-pd5ysfvHXb2yQ,748,149,748,916,34,80,148,241,830,70,419,5231,308,4316,1224,6733,2008/6/5 7:36,2021/3/31 0:00,,,,,,,,,
#NAME?,14,0,14,3,1,6,13,1,3,2,5,286,17,343,1117,749,2007/5/27 12:51,2021/3/31 0:00,,,,,,,,,
Zl1fJNTzNULZiqBRShxUYA,1799,86,1799,1094,164,194,973,105,2890,244,622,8578,231,7978,2296,10063,2008/2/3 21:14,2021/3/31 0:00,,,,,,,,,
6VytXlGLnQnXXCrhvT0AJw,1629,120,1629,1078,39,81,726,147,1964,58,389,8256,231,4004,1575,10750,2007/4/9 22:43,2021/3/31 0:00,,,,,,,,,
q9Tyln685OEpIWFUdTxoYg,275,21,275,185,2,33,93,19,119,9,102,2443,111,1833,1171,3280,2008/11/30 21:04,2021/3/31 0:00,,,,,,,,,
Wd4FRRD30avk-Mj6C_O2ow,1840,97,1840,1184,102,281,492,369,1853,268,929,22720,408,20340,1011,24681,2011/4/4 7:42,2021/3/31 0:00,,,,,,,,,
WlWgl1aWl-8wGZYUncV-2A,64,14,64,85,2,5,28,5,67,1,9,627,34,630,1095,1265,2008/6/11 21:38,2021/3/31 0:00,,,,,,,,,
ZIOCmdFaMIF56FR-nWr_2A,1884,25,1884,882,92,211,583,553,2209,101,1510,35429,1089,25584,3158,44802,2011/1/7 15:20,2021/3/31 0:00,,,,,,,,,
jVjuv-C8oMuD6n-MhgsMHg,72,0,72,38,0,5,46,57,113,3,18,1047,72,737,1104,1849,2008/4/29 3:09,2021/3/31 0:00,,,,,,,,,
l3S1srqK1CvjB_S4r-ZBeg,3431,79,3431,3057,28,244,1510,3966,1963,149,678,21829,937,13696,1294,22539,2006/12/20 21:32,2021/3/31 0:00,,,,,,,,,
a4seSZMF9QxPBGAJ9MjaPw,129,10,129,84,1,29,95,53,147,11,104,2345,243,2218,1420,5223,2008/8/12 20:29,2021/3/31 0:00,,,,,,,,,
wwh1D-yDvJDrcdM_9-FhYg,776,42,776,367,38,104,577,106,2252,56,489,3621,209,3808,1043,4781,2009/6/15 22:46,2021/3/31 0:00,,,,,,,,,
7gNtYzygF7dB8e7k1mWdjA,828,12,828,550,8,28,286,310,467,28,439,10003,213,5876,1222,10753,2011/4/16 23:21,2021/3/31 0:00,,,,,,,,,
p4UcEYTLJyh96o1R8wrJaQ,502,13,502,312,21,59,231,167,609,54,323,4988,198,4381,1387,6805,2010/7/6 18:51,2021/3/31 0:00,,,,,,,,,
awmRirDC7WWig6R07XZ_oA,729,231,729,979,43,83,332,55,404,51,94,3641,214,3150,1276,4614,2005/12/23 19:48,2021/3/31 0:00,,,,,,,,,
qhw0RjIGgStx7s4mjqkWFQ,1014,17,1014,665,29,49,356,54,1466,29,293,4261,194,3060,1006,5532,2008/1/29 19:19,2021/3/31 0:00,,,,,,,,,
eTvp_hYnsrI5-ow_sQ31_g,2637,14,2637,1176,25,112,1595,9,6486,28,578,5699,143,3129,1023,8767,2010/7/13 15:42,2021/3/31 0:00,,,,,,,,,
fbpjEkaALuGJo_dCYWPYRQ,499,7,499,283,69,33,311,6,1698,14,208,3733,187,2510,1618,7030,2008/11/14 19:29,2021/3/31 0:00,,,,,,,,,
IDhcaHM7KG4EDmWf9b3c0A,211,6,211,124,6,21,79,11,193,6,45,1480,73,954,1064,2216,2007/6/11 0:17,2021/3/31 0:00,,,,,,,,,
6rb0JzTRvGMUFi3-v0c6Hw,61,2,61,30,1,18,51,9,74,8,99,1730,163,1148,1750,3854,2010/11/17 22:44,2021/3/31 0:00,,,,,,,,,
mgytZAasaiBf-END4aZD9w,1112,137,1112,1489,25,248,503,950,507,119,839,28930,1070,22629,1665,32778,2009/3/17 0:37,2021/3/31 0:00,,,,,,,,,
33OzyvMjDhGTUJubr4CWIA,2117,184,2117,2248,21,192,781,1287,1851,274,969,10213,433,7825,1625,11923,2008/5/27 5:43,2021/3/31 0:00,,,,,,,,,
XbX53DUWFAzzc0BqS9BdyQ,70,3,70,43,1,12,60,21,99,5,45,1030,105,826,1324,2906,2010/3/14 17:53,2021/3/31 0:00,,,,,,,,,
dgFZ18vo2cYPrQuIO700lA,283,10,283,114,14,11,66,203,265,5,178,4170,109,2762,1267,5646,2009/8/27 23:04,2021/3/31 0:00,,,,,,,,,
sCiWf7Kai0t-x25CAz2DEQ,261,11,261,157,6,49,46,34,112,19,150,1809,78,1554,1071,2423,2008/7/24 5:10,2021/3/31 0:00,,,,,,,,,
DHRupjFv4GyD0tEdj-QNjQ,1200,71,1200,763,44,57,506,53,1181,63,329,4721,125,4410,1515,5842,2009/2/28 20:15,2021/3/31 0:00,,,,,,,,,
TOj5yZZEwS3J3fLgo3V3yQ,326,24,326,281,17,35,133,55,308,19,122,2281,131,2376,1117,3399,2009/4/21 19:22,2021/3/31 0:00,,,,,,,,,
B0QGBVCUm54vs_waVzcScA,377,45,377,292,33,23,102,11,178,22,59,3977,99,3073,1082,4163,2005/7/10 20:27,2021/3/31 0:00,,,,,,,,,
WJFOHu6YHrJWocfW1qk4pg,49,1,49,34,1,1,27,20,56,1,16,1129,83,877,1002,2158,2010/5/7 3:05,2021/3/31 0:00,,,,,,,,,
#NAME?,100,1,100,45,2,4,47,38,36,2,42,1850,60,517,1326,3104,2010/9/25 0:49,2021/3/31 0:00,,,,,,,,,
63hpZgj7peTKizDs4zeKZA,58,1,58,29,1,10,29,28,53,9,32,1897,100,909,1240,3003,2007/5/23 3:38,2021/3/31 0:00,,,,,,,,,
n5NatlzIpc17OOvAFqujHA,823,15,823,254,17,55,1262,174,2276,22,216,4837,439,3885,1211,7761,2011/12/10 0:11,2021/3/31 0:00,,,,,,,,,
7KVpIdVSWCzI5F7TGxQawA,87,11,87,45,0,8,44,11,63,6,41,1276,117,860,1534,3307,2008/11/25 22:09,2021/3/31 0:00,,,,,,,,,
AkBtT43dYcttxQ3qOzPBAg,528,83,528,393,23,26,229,50,570,24,118,2237,114,1484,1034,3066,2007/2/20 18:21,2021/3/31 0:00,,,,,,,,,
hHgNg6u9P_Ym5wLXmnoBcw,144,13,144,108,2,22,86,71,91,5,101,6037,313,2784,1293,8162,2010/10/28 22:39,2021/3/31 0:00,,,,,,,,,
p4dved0OUoh-lKaXSTdCXA,112,2,112,53,4,16,66,76,75,10,65,3242,144,2255,1071,4522,2011/7/24 22:22,2021/3/31 0:00,,,,,,,,,
P1FObQIDR0ErchMIKc05Xg,36,1,36,13,1,5,11,0,27,2,22,405,29,291,1002,1052,2009/9/3 2:32,2021/3/31 0:00,,,,,,,,,
YAG90mceVFQLdvl4wndvQg,88,5,88,43,2,29,23,5,25,4,43,584,50,598,1179,1367,2008/11/20 23:56,2021/3/31 0:00,,,,,,,,,
Qjrn5UsK2HBZxx40HYA1iQ,56,9,56,33,12,5,29,13,38,7,26,660,98,327,1261,1257,2009/8/25 14:27,2021/3/31 0:00,,,,,,,,,
VhKOvBIOEyEB8Ig3f7adcQ,580,25,580,459,11,23,158,214,420,18,320,5818,168,3215,1005,7695,2010/6/5 0:53,2021/3/31 0:00,,,,,,,,,
SFBfsySKt-Rb5aBovef78w,737,56,737,630,20,29,195,63,472,35,139,3818,99,2139,1151,4708,2006/12/12 22:26,2021/3/31 0:00,,,,,,,,,
xsMd6OnEJ6_Np6Es0uxOIg,59,4,59,21,6,7,24,18,57,4,16,898,40,601,1386,1552,2007/2/28 22:01,2021/3/31 0:00,,,,,,,,,
uLthrQwJFUYvfNzsB45iHA,29,3,29,7,0,4,22,9,42,0,16,516,48,545,1205,1544,2007/6/17 22:26,2021/3/31 0:00,,,,,,,,,
DsHsuhUvyyW_75zFcJxkKw,567,24,567,273,41,24,147,408,475,26,196,4555,309,2431,1490,6446,2007/8/9 2:17,2021/3/31 0:00,,,,,,,,,
vXrUBAIN4aoCt7F5p0kU_g,112,2,112,75,0,21,65,8,89,5,49,2426,92,1693,2208,4361,2007/10/3 1:05,2021/3/31 0:00,,,,,,,,,
CiJat5Up2jAO3B0qTbiN5Q,271,33,271,223,4,8,35,21,48,11,37,1590,31,1108,1062,1970,2008/1/27 4:38,2021/3/31 0:00,,,,,,,,,
37HswRimgBEf7_US-c3CDA,6494,143,6494,5247,130,410,1234,770,4334,531,2189,21209,223,15949,2540,23402,2007/2/21 2:31,2021/3/31 0:00,,,,,,,,,
Ct456aEICzDfn03MHZCzsw,50,3,50,31,0,9,19,2,44,11,15,724,57,1139,1308,1162,2006/2/15 5:43,2021/3/31 0:00,,,,,,,,,
J3d-o-CSeERm_fBWtliXdw,30,1,30,5,1,3,24,8,44,6,14,807,71,557,1162,1437,2010/6/27 16:38,2021/3/31 0:00,,,,,,,,,
Iec0Qou1MH6zk7I4y_4nrA,34,1,34,10,2,2,13,20,26,1,13,1273,104,675,1499,2149,2010/12/11 20:54,2021/3/31 0:00,,,,,,,,,
Fr-rSVcHBq09MrvviJ1-hg,49,5,49,26,4,9,24,15,39,6,21,603,78,324,1093,1129,2009/9/13 15:08,2021/3/31 0:00,,,,,,,,,
N1ZCuhN0EFevaIfn6uRTNQ,97,8,97,44,1,17,55,17,98,7,44,2282,185,1761,2168,4779,2010/3/31 15:17,2021/3/31 0:00,,,,,,,,,
QjNjVF-ZdWr-P4zUzXwpVA,433,18,433,281,4,63,159,29,320,19,85,2219,142,2016,1249,3589,2008/1/28 11:40,2021/3/31 0:00,,,,,,,,,
_uwuKDqYXnTM2qrpcs3P2w,164,13,164,102,3,36,37,80,107,15,95,1655,82,824,1149,2233,2011/6/28 1:50,2021/3/31 0:00,,,,,,,,,
eurIEcpGa_tTi1LMWa1pUA,78,2,78,50,5,14,41,4,87,4,47,1010,66,727,1399,2164,2006/12/12 21:10,2021/3/31 0:00,,,,,,,,,
SgqocLuiOoIP5jB46KKQIA,112,0,112,34,0,16,42,7,46,8,79,2133,57,878,1169,3287,2009/2/8 21:38,2021/3/31 0:00,,,,,,,,,
BPZEAoU0sB6CFGusTErUuA,792,2,792,382,8,30,383,662,357,13,183,8690,206,5250,1953,11170,2010/8/22 7:08,2021/3/31 0:00,,,,,,,,,
jveIBHpWOfZFv24luiDjPA,34,3,34,9,0,4,33,17,39,1,16,963,59,795,1471,1844,2008/12/15 23:44,2021/3/31 0:00,,,,,,,,,
4jPsIgMZT4_Ks5-myaW9Bg,124,4,124,105,5,29,39,57,80,7,162,3332,246,2750,1085,5175,2011/4/18 3:23,2021/3/31 0:00,,,,,,,,,
ZBLZIOrO3DZJzDFlFO-bJw,716,43,716,519,9,31,233,109,334,31,108,4580,199,2521,1851,6097,2007/8/19 15:33,2021/3/31 0:00,,,,,,,,,
gNhNKOnQHDOElrtBohBt6Q,7,0,7,2,0,5,7,0,13,0,4,316,12,322,1055,564,2008/9/16 22:21,2021/3/31 0:00,,,,,,,,,
Y_iTTjKvV5hLy-880SZzlA,1670,17,1670,768,23,98,819,479,1630,40,449,8205,272,5943,1057,10263,2010/2/21 23:19,2021/3/31 0:00,,,,,,,,,
VyRICVwE3VfGynw5ly2oBA,59,4,59,34,1,6,42,2,88,7,20,1349,67,991,1185,2292,2008/7/1 14:32,2021/3/31 0:00,,,,,,,,,
saJuyv784apZzH--psHZ3Q,4972,58,4972,3743,32,143,640,1702,3297,178,1037,11499,203,8264,1369,12713,2007/11/1 21:38,2021/3/31 0:00,,,,,,,,,
r-Ck0JPoMfHI7h2X0brm2w,43,2,43,18,2,8,33,9,74,6,25,588,71,358,1029,1417,2009/8/27 20:37,2021/3/31 0:00,,,,,,,,,
eCcjxh8zjAqn-kZVWZ_HJQ,188,22,188,82,35,28,107,31,119,12,89,2544,134,1486,1085,3252,2005/8/7 21:01,2021/3/31 0:00,,,,,,,,,
XaMwHlRaUfsSjBewVAbiQw,204,4,204,93,2,22,83,25,162,17,54,4474,127,3339,1592,6431,2010/5/19 17:51,2021/3/31 0:00,,,,,,,,,
w57Yn8npGhdDHmHFGKk2jA,788,51,788,417,9,56,402,153,644,46,137,3937,224,2625,1562,5398,2007/1/27 3:06,2021/3/31 0:00,,,,,,,,,
woZhhAj9QrzMYBJ8M7uJFA,1087,13,1087,851,23,53,274,90,1074,46,497,6561,173,4578,1257,7572,2008/10/13 23:34,2021/3/31 0:00,,,,,,,,,
cMIVlEuCKkiEo1QkPBbMaw,42,0,42,27,0,3,35,22,38,2,28,603,66,433,1156,1938,2006/7/31 21:59,2021/3/31 0:00,,,,,,,,,
6ObFF8-uKnOAlXuSH4TlyQ,728,13,728,207,9,45,582,135,3307,11,182,4722,746,1451,1184,7505,2011/2/6 18:09,2021/3/31 0:00,,,,,,,,,
VYOQLKuR0Ugy9lU-QiOuLw,23,2,23,3,0,3,28,0,20,0,15,528,59,507,2003,1711,2008/12/21 22:25,2021/3/31 0:00,,,,,,,,,
bpgbVPJcG-wQ4cNBcPPIxw,1276,20,1276,1377,11,113,392,511,1027,196,546,11729,249,8414,1165,12490,2010/3/8 19:12,2021/3/31 0:00,,,,,,,,,
vqT9SNut0TaafyXIkfaxrw,235,3,235,117,11,19,230,17,248,5,133,1506,85,1442,1101,3648,2009/9/29 20:35,2021/3/31 0:00,,,,,,,,,
cyuDrrG5eEK-TZI867MUPA,78,0,78,34,0,28,110,2,137,6,87,2095,61,1199,1288,4108,2010/11/23 21:32,2021/3/31 0:00,,,,,,,,,
SLHeaGvcew77mpermtd3Ag,592,49,592,441,13,139,238,154,599,103,259,5580,160,5322,1089,6841,2010/7/15 16:22,2021/3/31 0:00,,,,,,,,,
p4-tNsuQB6O11lp77KZKJg,49,1,49,89,1,5,22,4,82,0,12,469,19,425,1299,1036,2009/10/2 22:11,2021/3/31 0:00,,,,,,,,,
LOi1qbpl2hTP0cwSDDuyBQ,92,2,92,88,0,9,40,7,88,6,28,852,59,559,1465,2023,2010/3/20 20:58,2021/3/31 0:00,,,,,,,,,
uEvusDwoSymbJJ0auR3muQ,1995,40,1995,1219,35,83,901,511,1583,154,666,9979,239,7528,1248,12601,2011/6/8 0:11,2021/3/31 0:00,,,,,,,,,
